title_original,title_clean,active_since_days,duration_seconds,total_views,views_by_day,view_category_quantile,num_chars,num_words,num_punctuation,num_words_uppercase,num_words_lowercase,num_stopwords,avg_word_len,contain_digits,startswith_digits,title_sentiment,title_tokens,title_lemmas,has_question,has_exclamation,uppercase_ratio,capital_count,swear_word_count
28 TECH HACKS THAT'LL SAVE YOUR MONEY,28 tech hacks thatll save your money,1460,960,2135784,1462,3,37,7,1,6,0,2,5.285714285714286,1,1,0.0,"['28', 'tech', 'hacks', 'thatll', 'save', 'your', 'money']","['28', 'tech', 'hack', 'thatll', 'save', 'your', 'money']",0,0,0.8571428571428571,28,0
16 RANDOM FACTS ABOUT YOU PROBABLY DIDN'T KNOW,16 random facts about you probably didnt know,1460,1020,557088,381,1,46,8,1,7,0,3,5.75,1,1,-0.5,"['16', 'random', 'facts', 'about', 'you', 'probably', 'didnt', 'know']","['16', 'random', 'fact', 'about', 'you', 'probably', 'didnt', 'know']",0,0,0.875,36,0
22 COOL PEN AND PENCIL HACKS YOU MUST SEE,22 cool pen and pencil hacks you must see,1460,898,5546861,3799,3,41,9,0,8,0,2,4.555555555555555,1,1,0.35,"['22', 'cool', 'pen', 'and', 'pencil', 'hacks', 'you', 'must', 'see']","['22', 'cool', 'pen', 'and', 'pencil', 'hack', 'you', 'must', 'see']",0,0,0.8888888888888888,31,0
100 MOST HELPFUL LIFE HACKS YOU'VE EVER SEEN,100 most helpful life hacks youve ever seen,1460,3840,6792496,4652,4,44,8,1,7,0,2,5.5,1,1,0.5,"['100', 'most', 'helpful', 'life', 'hacks', 'youve', 'ever', 'seen']","['100', 'most', 'helpful', 'life', 'hack', 'youve', 'ever', 'seen']",0,0,0.875,33,0
15 WEIRD TIPS THAT CAN ACTUALLY HELP YOU BECOME MORE BEAUTIFUL,15 weird tips that can actually help you become more beautiful,1460,900,326749,223,0,62,11,0,10,0,4,5.636363636363637,1,1,0.2125,"['15', 'weird', 'tips', 'that', 'can', 'actually', 'help', 'you', 'become', 'more', 'beautiful']","['15', 'weird', 'tip', 'that', 'can', 'actually', 'help', 'you', 'become', 'more', 'beautiful']",0,0,0.9090909090909091,50,0
18 COOLEST THINGS TO DO WHEN YOU ARE BORED,18 coolest things to do when you are bored,1460,960,3000524,2055,3,42,9,0,8,0,5,4.666666666666667,1,1,-0.5,"['18', 'coolest', 'things', 'to', 'do', 'when', 'you', 'are', 'bored']","['18', 'coolest', 'thing', 'to', 'do', 'when', 'you', 'are', 'bored']",0,0,0.8888888888888888,32,0
16 STRESS HACKS THAT WILL ACTUALLY CHANGE YOUR LIFE,16 stress hacks that will actually change your life,1460,900,3758012,2573,3,51,9,0,8,0,3,5.666666666666667,1,1,0.0,"['16', 'stress', 'hacks', 'that', 'will', 'actually', 'change', 'your', 'life']","['16', 'stress', 'hack', 'that', 'will', 'actually', 'change', 'your', 'life']",0,0,0.8888888888888888,41,0
14 WAYS TO STIMULATE YOUR BRAIN,14 ways to stimulate your brain,1460,900,211680,144,0,31,6,0,5,0,2,5.166666666666667,1,1,0.0,"['14', 'ways', 'to', 'stimulate', 'your', 'brain']","['14', 'way', 'to', 'stimulate', 'your', 'brain']",0,0,0.8333333333333334,24,0
13 MOST AMAZING PAINTING TRICKS EVERYONE SHOULD TRY,13 most amazing painting tricks everyone should try,1460,1020,883295,604,1,51,8,0,7,0,2,6.375,1,1,0.55,"['13', 'most', 'amazing', 'painting', 'tricks', 'everyone', 'should', 'try']","['13', 'most', 'amazing', 'painting', 'trick', 'everyone', 'should', 'try']",0,0,0.875,42,0
20 BRILLIANT IDEAS THAT WILL MAKE YOUR LIFE EASIER,20 brilliant ideas that will make your life easier,1460,1140,1588234,1087,2,50,9,0,8,0,3,5.555555555555555,1,1,0.9,"['20', 'brilliant', 'ideas', 'that', 'will', 'make', 'your', 'life', 'easier']","['20', 'brilliant', 'idea', 'that', 'will', 'make', 'your', 'life', 'easier']",0,0,0.8888888888888888,40,0
11 FACTS YOUR BODY SAYS ABOUT YOUR HEALTH AND PERSONALITY,11 facts your body says about your health and personality,1460,1020,1538888,1054,2,57,10,0,9,0,4,5.7,1,1,0.0,"['11', 'facts', 'your', 'body', 'says', 'about', 'your', 'health', 'and', 'personality']","['11', 'fact', 'your', 'body', 'say', 'about', 'your', 'health', 'and', 'personality']",0,0,0.9,46,0
25 LIFE HACKS THAT ARE DOWNRIGHT CRAZY,25 life hacks that are downright crazy,1460,960,1830700,1253,2,38,7,0,6,0,2,5.428571428571429,1,1,-0.6,"['25', 'life', 'hacks', 'that', 'are', 'downright', 'crazy']","['25', 'life', 'hack', 'that', 'are', 'downright', 'crazy']",0,0,0.8571428571428571,30,0
15 CHEAP DIY WAYS TO UPGRADE YOUR WARDROBE,15 cheap diy ways to upgrade your wardrobe,1460,900,22829682,15636,4,42,8,0,7,0,2,5.25,1,1,0.4,"['15', 'cheap', 'diy', 'ways', 'to', 'upgrade', 'your', 'wardrobe']","['15', 'cheap', 'diy', 'way', 'to', 'upgrade', 'your', 'wardrobe']",0,0,0.875,33,0
"12 GREAT WORKOUTS FOR A HEALTHY, TONED BODY",12 great workouts for a healthy toned body,1460,1020,193083,132,0,43,8,1,7,0,2,5.375,1,1,0.65,"['12', 'great', 'workouts', 'for', 'a', 'healthy', 'toned', 'body']","['12', 'great', 'workout', 'for', 'a', 'healthy', 'toned', 'body']",0,0,0.875,33,0
9 BEST TIPS FOR YOUR HAIR TO LOOK STUNNING AND VOLUMINOUS,9 best tips for your hair to look stunning and voluminous,1460,1020,7967439,5457,4,57,11,0,10,0,4,5.181818181818182,1,1,0.75,"['9', 'best', 'tips', 'for', 'your', 'hair', 'to', 'look', 'stunning', 'and', 'voluminous']","['9', 'best', 'tip', 'for', 'your', 'hair', 'to', 'look', 'stunning', 'and', 'voluminous']",0,0,0.9090909090909091,46,0
40 UNUSUAL YET GENIUS USES FOR ORDINARY THINGS,40 unusual yet genius uses for ordinary things,1460,1140,1047134,717,2,46,8,0,7,0,1,5.75,1,1,-0.0249999999999999,"['40', 'unusual', 'yet', 'genius', 'uses', 'for', 'ordinary', 'things']","['40', 'unusual', 'yet', 'genius', 'us', 'for', 'ordinary', 'thing']",0,0,0.875,37,0
15 MYSTERY RIDDLES ONLY THE SMARTEST 5% CAN SOLVE,15 mystery riddles only the smartest 5 can solve,1460,740,343288,235,0,49,9,1,7,0,3,5.444444444444445,1,1,0.0,"['15', 'mystery', 'riddles', 'only', 'the', 'smartest', '5', 'can', 'solve']","['15', 'mystery', 'riddle', 'only', 'the', 'smartest', '5', 'can', 'solve']",0,0,0.7777777777777778,37,0
17 SIMPLE WATER TRICKS TO AMAZE YOUR FRIENDS,17 simple water tricks to amaze your friends,1460,615,687229,470,1,44,8,0,7,0,2,5.5,1,1,0.0,"['17', 'simple', 'water', 'tricks', 'to', 'amaze', 'your', 'friends']","['17', 'simple', 'water', 'trick', 'to', 'amaze', 'your', 'friend']",0,0,0.875,35,0
20 AWESOME WAYS TO USE OLD TOYS,20 awesome ways to use old toys,1460,900,4585004,3140,3,31,7,0,6,0,1,4.428571428571429,1,1,0.55,"['20', 'awesome', 'ways', 'to', 'use', 'old', 'toys']","['20', 'awesome', 'way', 'to', 'use', 'old', 'toy']",0,0,0.8571428571428571,23,0
13 EASY EXERCISES FOR SVELTE LEGS,13 easy exercises for svelte legs,1460,900,134666,92,0,33,6,0,5,0,1,5.5,1,1,0.4333333333333333,"['13', 'easy', 'exercises', 'for', 'svelte', 'legs']","['13', 'easy', 'exercise', 'for', 'svelte', 'leg']",0,0,0.8333333333333334,26,0
20 HACKS EVERY GIRL SHOULD KNOW || PERIOD HACKS,20 hacks every girl should know period hacks,1460,1140,1510864,1034,2,47,9,2,7,0,1,5.222222222222222,1,1,0.0,"['20', 'hacks', 'every', 'girl', 'should', 'know', 'period', 'hacks']","['20', 'hack', 'every', 'girl', 'should', 'know', 'period', 'hack']",0,0,0.7777777777777778,35,0
28 UTTERLY USEFUL HACKS EVERYONE NEEDS TO KNOW,28 utterly useful hacks everyone needs to know,1460,960,1260857,863,2,46,8,0,7,0,1,5.75,1,1,0.3,"['28', 'utterly', 'useful', 'hacks', 'everyone', 'needs', 'to', 'know']","['28', 'utterly', 'useful', 'hack', 'everyone', 'need', 'to', 'know']",0,0,0.875,37,0
14 INSANELY EFFECTIVE BEDTIME HACKS,14 insanely effective bedtime hacks,1460,900,481428,329,1,35,5,0,4,0,0,7.0,1,1,0.6,"['14', 'insanely', 'effective', 'bedtime', 'hacks']","['14', 'insanely', 'effective', 'bedtime', 'hack']",0,0,0.8,29,0
20 COOL CLEANING TRICKS || SPONGE HACKS,20 cool cleaning tricks sponge hacks,1460,605,1913209,1310,2,39,7,2,5,0,0,5.571428571428571,1,1,0.35,"['20', 'cool', 'cleaning', 'tricks', 'sponge', 'hacks']","['20', 'cool', 'cleaning', 'trick', 'sponge', 'hack']",0,0,0.7142857142857143,29,0
22 PRICELESS CLOTHING HACKS EVERYONE SHOULD KNOW,22 priceless clothing hacks everyone should know,1460,900,9804975,6715,4,48,7,0,6,0,1,6.857142857142857,1,1,1.0,"['22', 'priceless', 'clothing', 'hacks', 'everyone', 'should', 'know']","['22', 'priceless', 'clothing', 'hack', 'everyone', 'should', 'know']",0,0,0.8571428571428571,40,0
16 AWESOME FACTS ABOUT MILKY WAY PLANETS,16 awesome facts about milky way planets,1460,900,370714,253,0,40,7,0,6,0,1,5.714285714285714,1,1,1.0,"['16', 'awesome', 'facts', 'about', 'milky', 'way', 'planets']","['16', 'awesome', 'fact', 'about', 'milky', 'way', 'planet']",0,0,0.8571428571428571,32,0
24 EASY AND COOL CRAFTS AND DIYs FOR THE WHOLE FAMILY,24 easy and cool crafts and diys for the whole family,1460,960,6014247,4119,4,53,11,0,9,0,4,4.818181818181818,1,1,0.3277777777777778,"['24', 'easy', 'and', 'cool', 'crafts', 'and', 'diys', 'for', 'the', 'whole', 'family']","['24', 'easy', 'and', 'cool', 'craft', 'and', 'diys', 'for', 'the', 'whole', 'family']",0,0,0.8181818181818182,40,0
18 CRAFTING HACKS FOR YOUR PHONE,18 crafting hacks for your phone,1460,900,4526029,3100,3,32,6,0,5,0,2,5.333333333333333,1,1,0.0,"['18', 'crafting', 'hacks', 'for', 'your', 'phone']","['18', 'crafting', 'hack', 'for', 'your', 'phone']",0,0,0.8333333333333334,25,0
14 PSYCHOLOGICAL STUDIES EVERY PARENT SHOULD KNOW ABOUT,14 psychological studies every parent should know about,1460,1020,84551,57,0,55,8,0,7,0,2,6.875,1,1,0.0,"['14', 'psychological', 'studies', 'every', 'parent', 'should', 'know', 'about']","['14', 'psychological', 'study', 'every', 'parent', 'should', 'know', 'about']",0,0,0.875,46,0
24 UNEXPECTEDLY GENIUS HACKS TO MAKE YOUR LIFE EASIER,24 unexpectedly genius hacks to make your life easier,1460,1020,921131,630,1,53,9,0,8,0,2,5.888888888888889,1,1,0.1,"['24', 'unexpectedly', 'genius', 'hacks', 'to', 'make', 'your', 'life', 'easier']","['24', 'unexpectedly', 'genius', 'hack', 'to', 'make', 'your', 'life', 'easier']",0,0,0.8888888888888888,43,0
25 PLASTIC BOTTLE HACKS AND DIYs,25 plastic bottle hacks and diys,1460,960,6200718,4247,4,32,6,0,4,0,1,5.333333333333333,1,1,0.0,"['25', 'plastic', 'bottle', 'hacks', 'and', 'diys']","['25', 'plastic', 'bottle', 'hack', 'and', 'diys']",0,0,0.6666666666666666,24,0
14 SECRET FACTS ABOUT MEN AND WOMEN,14 secret facts about men and women,1460,960,19558306,13396,4,35,7,0,6,0,2,5.0,1,1,-0.4,"['14', 'secret', 'facts', 'about', 'men', 'and', 'women']","['14', 'secret', 'fact', 'about', 'men', 'and', 'woman']",0,0,0.8571428571428571,27,0
10 EASY PET CRAFTS YOU'D ACTUALLY LOVE TO MAKE,10 easy pet crafts youd actually love to make,1460,350,2973988,2036,3,46,9,1,8,0,2,5.111111111111111,1,1,0.4666666666666667,"['10', 'easy', 'pet', 'crafts', 'youd', 'actually', 'love', 'to', 'make']","['10', 'easy', 'pet', 'craft', 'youd', 'actually', 'love', 'to', 'make']",0,0,0.8888888888888888,35,0
23 TOTALLY AWESOME SCHOOL PRANKS AND HACKS,23 totally awesome school pranks and hacks,1460,900,1309159,896,2,42,7,0,6,0,1,6.0,1,1,1.0,"['23', 'totally', 'awesome', 'school', 'pranks', 'and', 'hacks']","['23', 'totally', 'awesome', 'school', 'prank', 'and', 'hack']",0,0,0.8571428571428571,34,0
20 SUPER EFFECTIVE EXERCISES TO GET IN SHAPE IN TWO WEEKS,20 super effective exercises to get in shape in two weeks,1460,2400,529969,362,1,57,11,0,10,0,3,5.181818181818182,1,1,0.4666666666666667,"['20', 'super', 'effective', 'exercises', 'to', 'get', 'in', 'shape', 'in', 'two', 'weeks']","['20', 'super', 'effective', 'exercise', 'to', 'get', 'in', 'shape', 'in', 'two', 'week']",0,0,0.9090909090909091,45,0
40 DELICIOUS KITCHEN HACKS THE WORLD NEEDS TO KNOW,40 delicious kitchen hacks the world needs to know,1460,1020,2333915,1598,3,50,9,0,8,0,2,5.555555555555555,1,1,1.0,"['40', 'delicious', 'kitchen', 'hacks', 'the', 'world', 'needs', 'to', 'know']","['40', 'delicious', 'kitchen', 'hack', 'the', 'world', 'need', 'to', 'know']",0,0,0.8888888888888888,40,0
17 ASTOUNDING BODY FACTS YOU'LL WISH YOU'D KNOWN,17 astounding body facts youll wish youd known,1460,1020,288618,197,0,48,8,2,7,0,2,6.0,1,1,0.6,"['17', 'astounding', 'body', 'facts', 'youll', 'wish', 'youd', 'known']","['17', 'astounding', 'body', 'fact', 'youll', 'wish', 'youd', 'known']",0,0,0.875,37,0
25 MIND-BLOWING IDEAS ON HOW TO ORGANIZE YOUR KITCHEN,25 mindblowing ideas on how to organize your kitchen,1460,900,442832,303,0,53,9,1,8,0,4,5.888888888888889,1,1,0.0,"['25', 'mindblowing', 'ideas', 'on', 'how', 'to', 'organize', 'your', 'kitchen']","['25', 'mindblowing', 'idea', 'on', 'how', 'to', 'organize', 'your', 'kitchen']",0,0,0.8888888888888888,42,0
18 AWESOME HACKS FOR CLEAN FREAKS,18 awesome hacks for clean freaks,1460,774,13933497,9543,4,33,6,0,5,0,1,5.5,1,1,0.6833333333333333,"['18', 'awesome', 'hacks', 'for', 'clean', 'freaks']","['18', 'awesome', 'hack', 'for', 'clean', 'freak']",0,0,0.8333333333333334,26,0
25 WAYS TO PROTECT YOUR PRIVACY AND MONEY,25 ways to protect your privacy and money,1460,632,248694,170,0,41,8,0,7,0,3,5.125,1,1,0.0,"['25', 'ways', 'to', 'protect', 'your', 'privacy', 'and', 'money']","['25', 'way', 'to', 'protect', 'your', 'privacy', 'and', 'money']",0,0,0.875,32,0
24 CRAZY BEAUTY HACKS,24 crazy beauty hacks,1460,900,2656138,1819,3,21,4,0,3,0,0,5.25,1,1,-0.6,"['24', 'crazy', 'beauty', 'hacks']","['24', 'crazy', 'beauty', 'hack']",0,0,0.75,16,0
26 AMAZING LIFE HACKS THAT'LL RAISE YOUR EYEBROWS,26 amazing life hacks thatll raise your eyebrows,1460,1020,2294515,1571,3,49,8,1,7,0,2,6.125,1,1,0.6000000000000001,"['26', 'amazing', 'life', 'hacks', 'thatll', 'raise', 'your', 'eyebrows']","['26', 'amazing', 'life', 'hack', 'thatll', 'raise', 'your', 'eyebrow']",0,0,0.875,39,0
13 TOTALLY HELPFUL PARENTING TIPS,13 totally helpful parenting tips,1460,1020,243244,166,0,33,5,0,4,0,0,6.6,1,1,0.0,"['13', 'totally', 'helpful', 'parenting', 'tips']","['13', 'totally', 'helpful', 'parenting', 'tip']",0,0,0.8,27,0
20 CLOTHING HACKS THAT'LL MAKE YOU LOOK LIKE A MILLION DOLLARS,20 clothing hacks thatll make you look like a million dollars,1460,1080,6919469,4739,4,62,11,1,10,0,3,5.636363636363637,1,1,0.0,"['20', 'clothing', 'hacks', 'thatll', 'make', 'you', 'look', 'like', 'a', 'million', 'dollars']","['20', 'clothing', 'hack', 'thatll', 'make', 'you', 'look', 'like', 'a', 'million', 'dollar']",0,0,0.9090909090909091,49,0
25 AWESOME HACKS YOU'LL WISH YOU'D SEEN SOONER,25 awesome hacks youll wish youd seen sooner,1460,1260,11446290,7839,4,46,8,2,7,0,2,5.75,1,1,1.0,"['25', 'awesome', 'hacks', 'youll', 'wish', 'youd', 'seen', 'sooner']","['25', 'awesome', 'hack', 'youll', 'wish', 'youd', 'seen', 'sooner']",0,0,0.875,35,0
17 THINGS ALL HAPPY COUPLES DO,17 things all happy couples do,1460,960,9386507,6429,4,30,6,0,5,0,2,5.0,1,1,0.8,"['17', 'things', 'all', 'happy', 'couples', 'do']","['17', 'thing', 'all', 'happy', 'couple', 'do']",0,0,0.8333333333333334,23,0
30 BEST SURVIVAL TIPS THAT MAY SAVE YOUR LIFE ONE DAY,30 best survival tips that may save your life one day,1460,2100,109601,75,0,53,11,0,10,0,2,4.818181818181818,1,1,1.0,"['30', 'best', 'survival', 'tips', 'that', 'may', 'save', 'your', 'life', 'one', 'day']","['30', 'best', 'survival', 'tip', 'that', 'may', 'save', 'your', 'life', 'one', 'day']",0,0,0.9090909090909091,41,0
30 LIFE HACKS THAT'LL MAKE YOU SAY WOW!,30 life hacks thatll make you say wow,1460,1380,1705473,1168,2,39,8,2,7,0,2,4.875,1,1,0.125,"['30', 'life', 'hacks', 'thatll', 'make', 'you', 'say', 'wow']","['30', 'life', 'hack', 'thatll', 'make', 'you', 'say', 'wow']",0,1,0.875,28,0
20 RANDOM FACTS THAT MAKE OUR LIFE A TOTAL FRAUD,20 random facts that make our life a total fraud,1460,1200,1034446,708,2,48,10,0,9,0,3,4.8,1,1,-0.25,"['20', 'random', 'facts', 'that', 'make', 'our', 'life', 'a', 'total', 'fraud']","['20', 'random', 'fact', 'that', 'make', 'our', 'life', 'a', 'total', 'fraud']",0,0,0.9,37,0
28 MOST AMAZING MAGIC TRICKS ANYONE CAN DO,28 most amazing magic tricks anyone can do,1460,900,5367565,3676,3,42,8,0,7,0,3,5.25,1,1,0.5333333333333333,"['28', 'most', 'amazing', 'magic', 'tricks', 'anyone', 'can', 'do']","['28', 'most', 'amazing', 'magic', 'trick', 'anyone', 'can', 'do']",0,0,0.875,33,0
40 SMART REPAIR TIPS TO MAKE YOUR LIFE EASIER,40 smart repair tips to make your life easier,1460,900,13364907,9154,4,45,9,0,8,0,2,5.0,1,1,0.2142857142857142,"['40', 'smart', 'repair', 'tips', 'to', 'make', 'your', 'life', 'easier']","['40', 'smart', 'repair', 'tip', 'to', 'make', 'your', 'life', 'easier']",0,0,0.8888888888888888,35,0
15 WAYS TO FIX YOUR SLEEPING PROBLEMS WITH SCIENCE,15 ways to fix your sleeping problems with science,1460,900,2659529,1821,3,50,9,0,8,0,3,5.555555555555555,1,1,0.0,"['15', 'ways', 'to', 'fix', 'your', 'sleeping', 'problems', 'with', 'science']","['15', 'way', 'to', 'fix', 'your', 'sleeping', 'problem', 'with', 'science']",0,0,0.8888888888888888,40,0
22 CUTE DIYs AND HACKS YOU MUST TRY RIGHT NOW,22 cute diys and hacks you must try right now,1460,900,6979101,4780,4,45,10,0,8,0,3,4.5,1,1,0.3928571428571428,"['22', 'cute', 'diys', 'and', 'hacks', 'you', 'must', 'try', 'right', 'now']","['22', 'cute', 'diys', 'and', 'hack', 'you', 'must', 'try', 'right', 'now']",0,0,0.8,33,0
18 TIPS FOR HEALTHY RELATIONSHIPS WITH YOUR PARENTS,18 tips for healthy relationships with your parents,1460,1080,6732322,4611,4,51,8,0,7,0,3,6.375,1,1,0.5,"['18', 'tips', 'for', 'healthy', 'relationships', 'with', 'your', 'parents']","['18', 'tip', 'for', 'healthy', 'relationship', 'with', 'your', 'parent']",0,0,0.875,42,0
40 GENIUS TRICKS THAT'LL MAKE EVERYONE'S LIFE MUCH EASIER,40 genius tricks thatll make everyones life much easier,1460,960,11889655,8143,4,57,9,2,8,0,1,6.333333333333333,1,1,0.2,"['40', 'genius', 'tricks', 'thatll', 'make', 'everyones', 'life', 'much', 'easier']","['40', 'genius', 'trick', 'thatll', 'make', 'everyones', 'life', 'much', 'easier']",0,0,0.8888888888888888,45,0
20 MIND-BLOWING HACKS AND CRAFTS WITH MAGNETS,20 mindblowing hacks and crafts with magnets,1460,473,3045232,2085,3,45,7,1,6,0,2,6.428571428571429,1,1,0.0,"['20', 'mindblowing', 'hacks', 'and', 'crafts', 'with', 'magnets']","['20', 'mindblowing', 'hack', 'and', 'craft', 'with', 'magnet']",0,0,0.8571428571428571,36,0
29 EFFECTIVE WORKOUTS FOR LAZY PEOPLE,29 effective workouts for lazy people,1460,2640,583180,399,1,37,6,0,5,0,1,6.166666666666667,1,1,0.175,"['29', 'effective', 'workouts', 'for', 'lazy', 'people']","['29', 'effective', 'workout', 'for', 'lazy', 'people']",0,0,0.8333333333333334,30,0
30 BRILLIANT AND EASY BATHROOM HACKS YOU DIDN'T KNOW ABOUT,30 brilliant and easy bathroom hacks you didnt know about,1460,832,15698482,10752,4,58,10,1,9,0,4,5.8,1,1,0.6666666666666667,"['30', 'brilliant', 'and', 'easy', 'bathroom', 'hacks', 'you', 'didnt', 'know', 'about']","['30', 'brilliant', 'and', 'easy', 'bathroom', 'hack', 'you', 'didnt', 'know', 'about']",0,0,0.9,46,0
100 BEST LIFE HACKS FOR WOMEN || TOP BEAUTY HACKS COMPILATION,100 best life hacks for women top beauty hacks compilation,1460,2640,1201854,823,2,61,11,2,9,0,1,5.545454545454546,1,1,0.75,"['100', 'best', 'life', 'hacks', 'for', 'women', 'top', 'beauty', 'hacks', 'compilation']","['100', 'best', 'life', 'hack', 'for', 'woman', 'top', 'beauty', 'hack', 'compilation']",0,0,0.8181818181818182,46,0
19 HEALTH TIPS EVERY GIRL SHOULD KNOW,19 health tips every girl should know,1460,900,537247,367,1,37,7,0,6,0,1,5.285714285714286,1,1,0.0,"['19', 'health', 'tips', 'every', 'girl', 'should', 'know']","['19', 'health', 'tip', 'every', 'girl', 'should', 'know']",0,0,0.8571428571428571,29,0
"24 INGENIOUS WAYS TO USE CLIPS, ZIP TIES AND HOOKS",24 ingenious ways to use clips zip ties and hooks,1460,706,334402,229,0,50,10,1,9,0,2,5.0,1,1,0.5,"['24', 'ingenious', 'ways', 'to', 'use', 'clips', 'zip', 'ties', 'and', 'hooks']","['24', 'ingenious', 'way', 'to', 'use', 'clip', 'zip', 'tie', 'and', 'hook']",0,0,0.9,38,0
33 ABSOLUTELY CRAZY HACKS YOU GOTTA SEE,33 absolutely crazy hacks you gotta see,1460,1020,1027701,703,2,39,7,0,6,0,1,5.571428571428571,1,1,-0.6,"['33', 'absolutely', 'crazy', 'hacks', 'you', 'got', 'ta', 'see']","['33', 'absolutely', 'crazy', 'hack', 'you', 'got', 'ta', 'see']",0,0,0.8571428571428571,31,0
18 MIND-BLOWING FACTS ABOUT SPACE,18 mindblowing facts about space,1460,1020,2476279,1696,3,33,5,1,4,0,1,6.6,1,1,0.0,"['18', 'mindblowing', 'facts', 'about', 'space']","['18', 'mindblowing', 'fact', 'about', 'space']",0,0,0.8,26,0
25 LIFE-SAVING HACKS YOU MUST LEARN RIGHT NOW,25 lifesaving hacks you must learn right now,1460,1020,692243,474,1,45,8,1,7,0,2,5.625,1,1,0.2857142857142857,"['25', 'lifesaving', 'hacks', 'you', 'must', 'learn', 'right', 'now']","['25', 'lifesaving', 'hack', 'you', 'must', 'learn', 'right', 'now']",0,0,0.875,35,0
26 DESPERATE BUDGET HACKS TO ACTUALLY SAVE MONEY,26 desperate budget hacks to actually save money,1460,960,22506242,15415,4,48,8,0,7,0,1,6.0,1,1,-0.3,"['26', 'desperate', 'budget', 'hacks', 'to', 'actually', 'save', 'money']","['26', 'desperate', 'budget', 'hack', 'to', 'actually', 'save', 'money']",0,0,0.875,39,0
17 TIPS FOR NEW DRIVERS THAT YOU CAN'T LEARN IN A DRIVING SCHOOL,17 tips for new drivers that you cant learn in a driving school,1460,744,1582215,1083,2,64,13,1,12,0,5,4.923076923076923,1,1,0.1363636363636363,"['17', 'tips', 'for', 'new', 'drivers', 'that', 'you', 'cant', 'learn', 'in', 'a', 'driving', 'school']","['17', 'tip', 'for', 'new', 'driver', 'that', 'you', 'cant', 'learn', 'in', 'a', 'driving', 'school']",0,0,0.9230769230769231,49,0
25 SIMPLE TRICKS TO IMPRESS YOUR FRIENDS,25 simple tricks to impress your friends,1460,780,7592403,5200,4,40,7,0,6,0,2,5.714285714285714,1,1,0.0,"['25', 'simple', 'tricks', 'to', 'impress', 'your', 'friends']","['25', 'simple', 'trick', 'to', 'impress', 'your', 'friend']",0,0,0.8571428571428571,32,0
32 LIFE HACKS THAT'LL KNOCK YOUR SOCKS OFF,32 life hacks thatll knock your socks off,1460,1260,27284087,18687,4,42,8,1,7,0,3,5.25,1,1,0.0,"['32', 'life', 'hacks', 'thatll', 'knock', 'your', 'socks', 'off']","['32', 'life', 'hack', 'thatll', 'knock', 'your', 'sock', 'off']",0,0,0.875,32,0
18 EASIEST AND CUTEST CRAFTS FOR YOUR LOVED ONES,18 easiest and cutest crafts for your loved ones,1460,960,3560330,2438,3,48,9,0,8,0,3,5.333333333333333,1,1,0.7,"['18', 'easiest', 'and', 'cutest', 'crafts', 'for', 'your', 'loved', 'ones']","['18', 'easiest', 'and', 'cutest', 'craft', 'for', 'your', 'loved', 'one']",0,0,0.8888888888888888,38,0
28 SECRETS THAT'LL TURN YOU INTO A CULINARY GOD,28 secrets thatll turn you into a culinary god,1460,1080,9115711,6243,4,47,9,1,8,0,4,5.222222222222222,1,1,0.0,"['28', 'secrets', 'thatll', 'turn', 'you', 'into', 'a', 'culinary', 'god']","['28', 'secret', 'thatll', 'turn', 'you', 'into', 'a', 'culinary', 'god']",0,0,0.8888888888888888,36,0
23 TRULY AMAZING CRAFTING HACKS YOU MUST TRY,23 truly amazing crafting hacks you must try,1460,900,6170215,4226,4,44,8,0,7,0,1,5.5,1,1,0.6000000000000001,"['23', 'truly', 'amazing', 'crafting', 'hacks', 'you', 'must', 'try']","['23', 'truly', 'amazing', 'crafting', 'hack', 'you', 'must', 'try']",0,0,0.875,35,0
17 TIPS TO GET RID OF PAIN AND KEEP YOURSELF HEALTHY,17 tips to get rid of pain and keep yourself healthy,1460,1320,53592,36,0,52,11,0,10,0,4,4.727272727272728,1,1,0.5,"['17', 'tips', 'to', 'get', 'rid', 'of', 'pain', 'and', 'keep', 'yourself', 'healthy']","['17', 'tip', 'to', 'get', 'rid', 'of', 'pain', 'and', 'keep', 'yourself', 'healthy']",0,0,0.9090909090909091,40,0
20 WEIRD BEAUTY HACKS EVERY WOMAN SHOULD TRY RIGHT NOW,20 weird beauty hacks every woman should try right now,1460,900,23561494,16138,4,54,10,0,9,0,2,5.4,1,1,-0.1071428571428571,"['20', 'weird', 'beauty', 'hacks', 'every', 'woman', 'should', 'try', 'right', 'now']","['20', 'weird', 'beauty', 'hack', 'every', 'woman', 'should', 'try', 'right', 'now']",0,0,0.9,43,0
28 ALL-TIME BEST HOME IDEAS AND TIPS,28 alltime best home ideas and tips,1460,900,3947933,2704,3,36,7,1,6,0,1,5.142857142857143,1,1,1.0,"['28', 'alltime', 'best', 'home', 'ideas', 'and', 'tips']","['28', 'alltime', 'best', 'home', 'idea', 'and', 'tip']",0,0,0.8571428571428571,27,0
13 HAPPY RELATIONSHIP RULES,13 happy relationship rules,1460,960,979019,670,2,27,4,0,3,0,0,6.75,1,1,0.8,"['13', 'happy', 'relationship', 'rules']","['13', 'happy', 'relationship', 'rule']",0,0,0.75,22,0
